sentence	mood	prob
Any alternate format must include the full Project Gutenberg-tm License as specified in paragraph 1.E.1.	neutral	"[9.9776685e-01 1.3194307e-03 6.1337465e-05 1.3747288e-05 7.9279844e-06
 8.3066506e-04]"
1.E.7.	neutral	"[9.8826808e-01 5.1097190e-03 1.5058534e-03 3.2491304e-03 1.0261050e-03
 8.4105739e-04]"
Do not charge a fee for access to, viewing, displaying, performing, copying or distributing any Project Gutenberg-tm works unless you comply with paragraph 1.E.8 or 1.E.9.	neutral	[0.86517066 0.01333256 0.02542586 0.00219575 0.00891721 0.08495793]
1.E.8.	neutral	[0.91508937 0.03885875 0.01400985 0.00577022 0.00517433 0.02109747]
You may charge a reasonable fee for copies of or providing access to or distributing Project Gutenberg-tm electronic works provided that  - You pay a royalty fee of 20% of the gross profits you derive from the use of Project Gutenberg-tm works calculated using the method you already use to calculate your applicable taxes.	neutral	[0.63661695 0.06060531 0.07667424 0.06303647 0.06685939 0.09620767]
The fee is owed to the owner of the Project Gutenberg-tm trademark, but he has agreed to donate royalties under this paragraph to the Project Gutenberg Literary Archive Foundation.	neutral	"[9.3914390e-01 5.4943733e-02 3.9100014e-03 1.3986189e-03 3.9752599e-04
 2.0619010e-04]"
Royalty payments must be paid within 60 days following each date on which you prepare (or are legally required to prepare) your periodic tax returns.	neutral	[0.8731579  0.01077006 0.01078349 0.00442728 0.00870963 0.09215169]
"Royalty payments should be clearly marked as such and sent to the Project Gutenberg Literary Archive Foundation at the address specified in Section 4, ""Information about donations to the Project Gutenberg Literary Archive Foundation."""	neutral	[0.9763154  0.0063449  0.00351928 0.00144236 0.0016503  0.01072772]
- You provide a full refund of any money paid by a user who notifies you in writing (or by e-mail) within 30 days of receipt that s/he does not agree to the terms of the full Project Gutenberg-tm License.	neutral	"[8.4221566e-01 2.7839508e-02 1.1060431e-03 1.2266494e-03 5.1635917e-04
 1.2709582e-01]"
You must require such a user to return or destroy all copies of the works possessed in a physical medium and discontinue all use of and all access to other copies of Project Gutenberg-tm works.	neutral	[0.8556212  0.00564121 0.00375881 0.00148976 0.00150104 0.13198799]
- You provide, in accordance with paragraph 1.F.3, a full refund of any money paid for a work or a replacement copy, if a defect in the electronic work is discovered and reported to you within 90 days of receipt of the work.	neutral	[0.91549385 0.0039624  0.00752711 0.00346537 0.00666069 0.0628907 ]
- You comply with all other terms of this agreement for free distribution of Project Gutenberg-tm works.	neutral	"[9.1883689e-01 6.3109174e-02 1.0858733e-02 4.6579263e-04 6.6105765e-04
 6.0683559e-03]"
1.E.9.	neutral	"[9.7471070e-01 5.8119795e-03 7.0718322e-03 1.4443090e-04 1.2389319e-03
 1.1022070e-02]"
If you wish to charge a fee or distribute a Project Gutenberg-tm electronic work or group of works on different terms than are set forth in this agreement, you must obtain permission in writing from both the Project Gutenberg Literary Archive Foundation and Michael Hart, the owner of the Project Gutenberg-tm trademark.	neutral	"[9.9084407e-01 6.6605690e-03 5.2122818e-04 1.2159517e-04 3.9325943e-05
 1.8131144e-03]"
Contact the Foundation as set forth in Section 3 below.	neutral	[0.8267933  0.02319802 0.02172449 0.06749521 0.05288179 0.00790718]
1.F.	neutral	[0.97428733 0.00973261 0.00376346 0.00392207 0.00241937 0.0058752 ]
1.F.1.	neutral	"[9.8234612e-01 8.4481537e-03 3.7276510e-03 3.2028717e-03 6.8150880e-04
 1.5935914e-03]"
Project Gutenberg volunteers and employees expend considerable effort to identify, do copyright research on, transcribe and proofread public domain works in creating the Project Gutenberg-tm collection.	neutral	"[8.2082850e-01 1.6707687e-01 8.2326736e-03 2.1194068e-03 2.3650241e-04
 1.5061155e-03]"
"Despite these efforts, Project Gutenberg-tm electronic works, and the medium on which they may be stored, may contain ""Defects,"" such as, but not limited to, incomplete, inaccurate or corrupt data, transcription errors, a copyright or other intellectual property infringement, a defective or damaged disk or other medium, a computer virus, or computer codes that damage or cannot be read by your equipment."	neutral	[0.8392309  0.02699699 0.01800242 0.01061859 0.01685562 0.08829546]
1.F.2.	neutral	[0.90055126 0.00971273 0.02454091 0.00227555 0.02052482 0.04239475]
"LIMITED WARRANTY, DISCLAIMER OF DAMAGES - Except for the ""Right of Replacement or Refund"" described in paragraph 1.F.3, the Project Gutenberg Literary Archive Foundation, the owner of the Project Gutenberg-tm trademark, and any other party distributing a Project Gutenberg-tm electronic work under this agreement, disclaim all liability to you for damages, costs and expenses, including legal fees."	neutral	"[9.6427655e-01 1.6042341e-02 1.4366479e-02 6.2926920e-05 2.6989710e-03
 2.5528751e-03]"
YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICT LIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE PROVIDED IN PARAGRAPH F3.	neutral	"[8.9278197e-01 6.5815548e-04 3.5641063e-02 2.4636877e-03 5.8621462e-02
 9.8335724e-03]"
YOU AGREE THAT THE FOUNDATION, THE TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE.	neutral	[0.9001683  0.01078524 0.03397983 0.00699785 0.02404103 0.02402773]
1.F.3.	neutral	[0.88951737 0.07579157 0.02122519 0.00769831 0.00267455 0.00309311]
LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover a defect in this electronic work within 90 days of receiving it, you can receive a refund of the money (if any) you paid for it by sending a written explanation to the person you received the work from.	neutral	[0.66067874 0.00716526 0.06827267 0.01371902 0.0798871  0.17027722]
If you received the work on a physical medium, you must return the medium with your written explanation.	neutral	[0.9021716  0.01060456 0.01451792 0.00749652 0.00905384 0.05615553]
The person or entity that provided you with the defective work may elect to provide a replacement copy in lieu of a refund.	neutral	"[7.2288662e-01 2.7238571e-03 2.9947103e-03 6.3911859e-05 2.4987044e-04
 2.7108091e-01]"
If you received the work electronically, the person or entity providing it to you may choose to give you a second opportunity to receive the work electronically in lieu of a refund.	neutral	"[9.4003528e-01 4.5690699e-03 8.7835267e-03 6.4301217e-04 9.5677795e-04
 4.5012321e-02]"
If the second copy is also defective, you may demand a refund in writing without further opportunities to fix the problem.	neutral	[0.8349238  0.01851512 0.05139909 0.00690943 0.04073543 0.04751704]
1.F.4.	neutral	[0.83264923 0.13381657 0.00535892 0.01410754 0.00091195 0.01315573]
Except for the limited right of replacement or refund set forth in paragraph 1.F.3, this work is provided to you 'AS-IS' WITH NO OTHER WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTIBILITY OR FITNESS FOR ANY PURPOSE.	neutral	[0.8844574  0.02935738 0.04795083 0.00138745 0.02293617 0.01391078]
1.F.5.	neutral	[0.8903194  0.01509593 0.03089673 0.00316854 0.02222169 0.03829773]
Some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages.	neutral	[0.9663686  0.00175472 0.00492512 0.00189752 0.00269926 0.02235471]
If any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement, the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law.	neutral	[0.946244   0.01876155 0.01526437 0.0063451  0.00877491 0.00461011]
The invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions.	neutral	[0.97498286 0.01464871 0.00281831 0.00495923 0.00142972 0.00116122]
1.F.6.	neutral	[0.97817695 0.01097018 0.00335596 0.00212781 0.0021782  0.0031908 ]
INDEMNITY - You agree to indemnify and hold the Foundation, the trademark owner, any agent or employee of the Foundation, anyone providing copies of Project Gutenberg-tm electronic works in accordance with this agreement, and any volunteers associated with the production, promotion and distribution of Project Gutenberg-tm electronic works, harmless from all liability, costs and expenses, including legal fees, that arise directly or indirectly from any of the following which you do or cause to occur: (a) distribution of this or any Project Gutenberg-tm work, (b) alteration, modification, or additions or deletions to any Project Gutenberg-tm work, and (c) any Defect you cause.	neutral	[0.846985   0.02338868 0.04341483 0.0094692  0.03710983 0.03963246]
Section  2.	neutral	"[9.7443557e-01 7.7266311e-03 3.4698143e-03 3.2644093e-03 5.1603734e-04
 1.0587489e-02]"
Information about the Mission of Project Gutenberg-tm  Project Gutenberg-tm is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete, old, middle-aged and new computers.	neutral	"[6.0284024e-01 3.9199355e-01 2.9091958e-03 2.1198280e-03 3.2430289e-05
 1.0478314e-04]"
It exists because of the efforts of hundreds of volunteers and donations from people in all walks of life.	neutral	[0.46409377 0.2670048  0.05096081 0.10998342 0.0434252  0.06453207]
Volunteers and financial support to provide volunteers with the assistance they need, is critical to reaching Project Gutenberg-tm's goals and ensuring that the Project Gutenberg-tm collection will remain freely available for generations to come.	neutral	"[6.8839782e-01 3.0746976e-01 2.9771344e-03 8.9273450e-04 2.5749585e-05
 2.3683350e-04]"
In 2001, the Project Gutenberg Literary Archive Foundation was created to provide a secure and permanent future for Project Gutenberg-tm and future generations.	happy	"[3.4217182e-01 6.4698911e-01 3.2060075e-04 1.0254636e-02 2.9312368e-05
 2.3443600e-04]"
To learn more about the Project Gutenberg Literary Archive Foundation and how your efforts and donations can help, see Sections 3 and 4 and the Foundation web page at http://www.pglaf.org.	neutral	[0.66332823 0.11297381 0.01195022 0.16601342 0.01015143 0.03558299]
Section 3.	neutral	[0.6650302  0.01193215 0.09378014 0.03293811 0.08794229 0.10837717]
Information about the Project Gutenberg Literary Archive Foundation  The Project Gutenberg Literary Archive Foundation is a non profit 501(c)(3) educational corporation organized under the laws of the state of Mississippi and granted tax exempt status by the Internal Revenue Service.	neutral	"[7.6205152e-01 2.2799823e-01 1.1508679e-03 8.1001520e-03 1.0331481e-04
 5.9592415e-04]"
The Foundation's EIN or federal tax identification number is 64-6221541.	neutral	"[9.4338822e-01 6.4151948e-03 4.3820653e-02 9.4258226e-05 3.7061526e-03
 2.5755339e-03]"
Its 501(c)(3) letter is posted at http://pglaf.org/fundraising.	neutral	"[8.5793948e-01 1.4957599e-02 9.3336757e-03 1.0039386e-01 1.6594430e-02
 7.8102009e-04]"
Contributions to the Project Gutenberg Literary Archive Foundation are tax deductible to the full extent permitted by U.S. federal laws and your state's laws.	neutral	"[8.0888867e-01 1.7456293e-01 6.7328485e-03 3.0262703e-03 3.5148163e-04
 6.4378632e-03]"
The Foundation's principal office is located at 4557 Melan Dr. S. Fairbanks, AK, 99712., but its volunteers and employees are scattered throughout numerous locations.	neutral	[0.91523236 0.0645738  0.00772612 0.00676594 0.00194607 0.0037557 ]
Its business office is located at 809 North 1500 West, Salt Lake City, UT 84116, (801) 596-1887, email business@pglaf.org.	neutral	"[9.6413535e-01 3.1252538e-03 1.4383683e-02 1.0894390e-04 1.5527823e-02
 2.7190016e-03]"
Email contact links and up to date contact information can be found at the Foundation's web site and official page at http://pglaf.org  For additional contact information: Dr. Gregory B. Newby Chief Executive and Director gbnewby@pglaf.org   Section 4.	neutral	"[5.2495658e-01 4.7167122e-01 2.0717129e-03 6.8060413e-04 4.6122746e-05
 5.7375705e-04]"
Information about Donations to the Project Gutenberg Literary Archive Foundation  Project Gutenberg-tm depends upon and cannot survive without wide spread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine readable form accessible by the widest array of equipment including outdated equipment.	neutral	"[6.4218289e-01 3.2569018e-01 1.4403884e-03 2.9031921e-02 2.8597665e-04
 1.3686253e-03]"
Many small donations ($1 to $5,000) are particularly important to maintaining tax exempt status with the IRS.	neutral	[0.8815154  0.08084916 0.00908807 0.00495872 0.00204881 0.02153987]
The Foundation is committed to complying with the laws regulating charities and charitable donations in all 50 states of the United States.	neutral	"[8.8691682e-01 9.2027359e-02 2.3769075e-03 1.1868997e-03 1.9718641e-04
 1.7294912e-02]"
Compliance requirements are not uniform and it takes a considerable effort, much paperwork and many fees to meet and keep up with these requirements.	neutral	[0.9179967  0.03448021 0.00780732 0.00331492 0.00237617 0.03402467]
We do not solicit donations in locations where we have not received written confirmation of compliance.	neutral	"[9.6236295e-01 1.0328329e-02 3.4278193e-03 7.7029970e-04 1.4172884e-03
 2.1693312e-02]"
To SEND DONATIONS or determine the status of compliance for any particular state visit http://pglaf.org  While we cannot and do not solicit contributions from states where we have not met the solicitation requirements, we know of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate.	neutral	"[9.9503040e-01 2.2393309e-03 1.9014245e-03 1.0802477e-04 2.8152048e-04
 4.3932867e-04]"
